Ticker,Year,Quarter,Return,MarketCap,Sector
HOLX,2019,Q1,1.0929,13.03,Health Care
HOLX,2019,Q2,1.0831,12.91,Health Care
HOLX,2019,Q3,1.1188,13.34,Health Care
HOLX,2019,Q4,1.1764,14.03,Health Care
HOLX,2020,Q1,-0.7343,8.76,Health Care
HOLX,2020,Q2,1.1665,13.91,Health Care
HOLX,2020,Q3,1.4027,16.73,Health Care
HOLX,2020,Q4,1.5742,18.77,Health Care
HOLX,2021,Q1,1.5916,18.98,Health Care
HOLX,2021,Q2,1.416,16.88,Health Care
HOLX,2021,Q3,1.6349,19.49,Health Care
HOLX,2021,Q4,1.6339,19.48,Health Care
HD,2017,Q1,0.0,166.99,Consumer Discretionary
HD,2017,Q2,1.1063,184.74,Consumer Discretionary
HD,2017,Q3,1.0598,176.98,Consumer Discretionary
HD,2017,Q4,1.1562,193.08,Consumer Discretionary
HD,2018,Q1,1.4234,237.71,Consumer Discretionary
HD,2018,Q2,1.2748,212.89,Consumer Discretionary
HD,2018,Q3,1.3515,225.69,Consumer Discretionary
HD,2018,Q4,1.1772,196.58,Consumer Discretionary
HD,2019,Q1,1.2459,208.06,Consumer Discretionary
HD,2019,Q2,1.3162,219.79,Consumer Discretionary
HD,2019,Q3,1.3438,224.41,Consumer Discretionary
HD,2019,Q4,1.532,255.83,Consumer Discretionary
HD,2020,Q1,1.5016,250.76,Consumer Discretionary
HD,2020,Q2,1.4254,238.03,Consumer Discretionary
HD,2020,Q3,1.7103,285.61,Consumer Discretionary
HD,2020,Q4,1.7396,290.5,Consumer Discretionary
HD,2021,Q1,1.7369,290.06,Consumer Discretionary
HD,2021,Q2,2.1181,353.72,Consumer Discretionary
HD,2021,Q3,2.0731,346.2,Consumer Discretionary
HD,2021,Q4,2.3021,384.44,Consumer Discretionary
HON,2017,Q1,0.0,91.33,Industrials
HON,2017,Q2,1.069,97.63,Industrials
HON,2017,Q3,1.1338,103.55,Industrials
HON,2017,Q4,1.224,111.79,Industrials
HON,2018,Q1,1.1219,102.47,Industrials
HON,2018,Q2,1.127,102.93,Industrials
HON,2018,Q3,1.31,119.64,Industrials
HON,2018,Q4,1.0618,96.98,Industrials
HON,2019,Q1,1.2901,117.82,Industrials
HON,2019,Q2,1.4001,127.87,Industrials
HON,2019,Q3,1.3295,121.42,Industrials
HON,2019,Q4,1.3828,126.29,Industrials
HON,2020,Q1,1.0395,94.94,Industrials
HON,2020,Q2,1.1119,101.55,Industrials
HON,2020,Q3,1.2664,115.65,Industrials
HON,2020,Q4,1.6345,149.27,Industrials
HON,2021,Q1,1.6547,151.12,Industrials
HON,2021,Q2,1.6663,152.19,Industrials
HON,2021,Q3,1.6052,146.6,Industrials
HON,2021,Q4,1.5714,143.52,Industrials
HRL,2017,Q1,0.0,19.17,Consumer Staples
HRL,2017,Q2,-0.9625,18.45,Consumer Staples
HRL,2017,Q3,-0.9414,18.05,Consumer Staples
HRL,2017,Q4,-0.8303,15.92,Consumer Staples
HRL,2018,Q1,-0.9566,18.34,Consumer Staples
HRL,2018,Q2,1.0017,19.21,Consumer Staples
HRL,2018,Q3,-0.9889,18.96,Consumer Staples
HRL,2018,Q4,1.1868,22.75,Consumer Staples
HRL,2019,Q1,1.1665,22.36,Consumer Staples
HRL,2019,Q2,1.103,21.15,Consumer Staples
HRL,2019,Q3,1.1547,22.14,Consumer Staples
HRL,2019,Q4,1.1281,21.63,Consumer Staples
HRL,2020,Q1,1.3067,25.05,Consumer Staples
HRL,2020,Q2,1.3094,25.1,Consumer Staples
HRL,2020,Q3,1.4215,27.25,Consumer Staples
HRL,2020,Q4,1.3921,26.69,Consumer Staples
HRL,2021,Q1,1.3247,25.4,Consumer Staples
HRL,2021,Q2,1.2961,24.85,Consumer Staples
HRL,2021,Q3,1.3354,25.6,Consumer Staples
HRL,2021,Q4,1.2153,23.3,Consumer Staples
HST,2017,Q1,0.0,13.77,Real Estate
HST,2017,Q2,-0.9799,13.49,Real Estate
HST,2017,Q3,-0.992,13.66,Real Estate
HST,2017,Q4,1.07,14.74,Real Estate
HST,2018,Q1,-0.9818,13.52,Real Estate
HST,2018,Q2,1.1318,15.59,Real Estate
HST,2018,Q3,1.1267,15.52,Real Estate
HST,2018,Q4,-0.8961,12.34,Real Estate
HST,2019,Q1,1.0369,14.28,Real Estate
HST,2019,Q2,-0.9752,13.43,Real Estate
HST,2019,Q3,-0.9109,12.54,Real Estate
HST,2019,Q4,-0.9649,13.29,Real Estate
HST,2020,Q1,-0.5677,7.82,Real Estate
HST,2020,Q2,-0.5525,7.61,Real Estate
HST,2020,Q3,-0.5525,7.61,Real Estate
HST,2020,Q4,-0.7493,10.32,Real Estate
HST,2021,Q1,-0.8634,11.89,Real Estate
HST,2021,Q2,-0.8781,12.09,Real Estate
HST,2021,Q3,-0.8466,11.66,Real Estate
HST,2021,Q4,-0.9016,12.42,Real Estate
HWM,2017,Q1,0.0,11.59,Industrials
HWM,2017,Q2,-0.8617,9.99,Industrials
HWM,2017,Q3,-0.948,10.98,Industrials
HWM,2017,Q4,1.1531,13.36,Industrials
HWM,2018,Q1,-0.9193,10.65,Industrials
HWM,2018,Q2,-0.7088,8.21,Industrials
HWM,2018,Q3,-0.9232,10.7,Industrials
HWM,2018,Q4,-0.7031,8.15,Industrials
HWM,2019,Q1,-0.7988,9.26,Industrials
HWM,2019,Q2,1.0015,11.61,Industrials
HWM,2019,Q3,-0.9783,11.34,Industrials
HWM,2019,Q4,1.1493,13.32,Industrials
HWM,2020,Q1,-0.6029,6.99,Industrials
HWM,2020,Q2,-0.5965,6.91,Industrials
HWM,2020,Q3,-0.6256,7.25,Industrials
HWM,2020,Q4,1.0679,12.37,Industrials
HWM,2021,Q1,1.2034,13.94,Industrials
HWM,2021,Q2,1.2838,14.88,Industrials
HWM,2021,Q3,1.1551,13.38,Industrials
HWM,2021,Q4,1.1692,13.55,Industrials
HPQ,2017,Q1,0.0,25.65,Technology
HPQ,2017,Q2,1.246,31.95,Technology
HPQ,2017,Q3,1.252,32.11,Technology
HPQ,2017,Q4,1.4033,35.99,Technology
HPQ,2018,Q1,1.5004,38.48,Technology
HPQ,2018,Q2,1.3659,35.03,Technology
HPQ,2018,Q3,1.4241,36.52,Technology
HPQ,2018,Q4,1.4854,38.09,Technology
HPQ,2019,Q1,1.3367,34.28,Technology
HPQ,2019,Q2,1.1894,30.5,Technology
HPQ,2019,Q3,1.2298,31.54,Technology
HPQ,2019,Q4,-0.9997,25.64,Technology
HPQ,2020,Q1,1.2088,31.0,Technology
HPQ,2020,Q2,-0.8679,22.26,Technology
HPQ,2020,Q3,-0.9714,24.91,Technology
HPQ,2020,Q4,-0.9433,24.19,Technology
HPQ,2021,Q1,1.2266,31.46,Technology
HPQ,2021,Q2,1.6413,42.09,Technology
HPQ,2021,Q3,1.334,34.21,Technology
HPQ,2021,Q4,1.3745,35.25,Technology
HUM,2017,Q1,0.0,30.47,Health Care
HUM,2017,Q2,1.1418,34.79,Health Care
HUM,2017,Q3,1.153,35.14,Health Care
HUM,2017,Q4,1.1671,35.57,Health Care
HUM,2018,Q1,1.2703,38.71,Health Care
HUM,2018,Q2,1.3456,41.0,Health Care
HUM,2018,Q3,1.5294,46.6,Health Care
HUM,2018,Q4,1.2839,39.12,Health Care
HUM,2019,Q1,1.1921,36.33,Health Care
HUM,2019,Q2,1.1575,35.27,Health Care
HUM,2019,Q3,1.1186,34.09,Health Care
HUM,2019,Q4,1.5931,48.55,Health Care
HUM,2020,Q1,1.3617,41.49,Health Care
HUM,2020,Q2,1.6828,51.28,Health Care
HUM,2020,Q3,1.7972,54.77,Health Care
HUM,2020,Q4,1.7785,54.19,Health Care
HUM,2021,Q1,1.7739,54.05,Health Care
HUM,2021,Q2,1.8697,56.97,Health Care
HUM,2021,Q3,1.6412,50.01,Health Care
HUM,2021,Q4,1.9578,59.66,Health Care
HII,2017,Q1,0.0,9.27,Industrials
HII,2017,Q2,-0.9176,8.51,Industrials
HII,2017,Q3,1.1089,10.28,Industrials
HII,2017,Q4,1.1018,10.21,Industrials
HII,2018,Q1,1.2245,11.35,Industrials
HII,2018,Q2,1.0335,9.58,Industrials
HII,2018,Q3,1.2021,11.14,Industrials
HII,2018,Q4,-0.8498,7.88,Industrials
HII,2019,Q1,-0.9486,8.8,Industrials
HII,2019,Q2,1.0095,9.36,Industrials
HII,2019,Q3,-0.9412,8.73,Industrials
HII,2019,Q4,1.1014,10.21,Industrials
HII,2020,Q1,-0.7999,7.42,Industrials
HII,2020,Q2,-0.766,7.1,Industrials
HII,2020,Q3,-0.6164,5.71,Industrials
HII,2020,Q4,-0.7466,6.92,Industrials
HII,2021,Q1,-0.8926,8.28,Industrials
HII,2021,Q2,-0.9161,8.49,Industrials
HII,2021,Q3,-0.8392,7.78,Industrials
HII,2021,Q4,-0.8077,7.49,Industrials
HBAN,2017,Q1,0.0,14.55,Financials
HBAN,2017,Q2,1.0121,14.72,Financials
HBAN,2017,Q3,1.0422,15.16,Financials
HBAN,2017,Q4,1.0814,15.73,Financials
HBAN,2018,Q1,1.093,15.9,Financials
HBAN,2018,Q2,1.1195,16.29,Financials
HBAN,2018,Q3,1.1131,16.19,Financials
HBAN,2018,Q4,-0.8641,12.57,Financials
HBAN,2019,Q1,-0.9458,13.76,Financials
HBAN,2019,Q2,-0.9926,14.44,Financials
HBAN,2019,Q3,1.0153,14.77,Financials
HBAN,2019,Q4,1.0663,15.51,Financials
HBAN,2020,Q1,-0.5746,8.36,Financials
HBAN,2020,Q2,-0.6314,9.18,Financials
HBAN,2020,Q3,-0.6411,9.33,Financials
HBAN,2020,Q4,-0.883,12.84,Financials
HBAN,2021,Q1,1.2158,17.68,Financials
HBAN,2021,Q2,1.4485,21.07,Financials
HBAN,2021,Q3,1.5549,22.62,Financials
HBAN,2021,Q4,1.5307,22.27,Financials
IBM,2017,Q1,0.0,156.89,Technology
IBM,2017,Q2,-0.8763,137.49,Technology
IBM,2017,Q3,-0.8216,128.91,Technology
IBM,2017,Q4,-0.869,136.33,Technology
IBM,2018,Q1,-0.8419,132.09,Technology
IBM,2018,Q2,-0.779,122.22,Technology
IBM,2018,Q3,-0.8495,133.28,Technology
IBM,2018,Q4,-0.6243,97.95,Technology
IBM,2019,Q1,-0.7768,121.87,Technology
IBM,2019,Q2,-0.7554,118.52,Technology
IBM,2019,Q3,-0.7851,123.18,Technology
IBM,2019,Q4,-0.7246,113.68,Technology
IBM,2020,Q1,-0.6002,94.17,Technology
IBM,2020,Q2,-0.6545,102.69,Technology
IBM,2020,Q3,-0.6609,103.69,Technology
IBM,2020,Q4,-0.6847,107.42,Technology
IBM,2021,Q1,-0.7256,113.84,Technology
IBM,2021,Q2,-0.7995,125.43,Technology
IBM,2021,Q3,-0.7595,119.15,Technology
IBM,2021,Q4,-0.7652,120.05,Technology
IEX,2017,Q1,0.0,7.12,Industrials
IEX,2017,Q2,1.2102,8.61,Industrials
IEX,2017,Q3,1.3023,9.27,Industrials
IEX,2017,Q4,1.4113,10.04,Industrials
IEX,2018,Q1,1.4967,10.65,Industrials
IEX,2018,Q2,1.4677,10.45,Industrials
IEX,2018,Q3,1.6255,11.57,Industrials
IEX,2018,Q4,1.3505,9.61,Industrials
IEX,2019,Q1,1.6512,11.75,Industrials
IEX,2019,Q2,1.8381,13.08,Industrials
IEX,2019,Q3,1.7429,12.41,Industrials
IEX,2019,Q4,1.8313,13.03,Industrials
IEX,2020,Q1,1.4697,10.46,Industrials
IEX,2020,Q2,1.6691,11.88,Industrials
IEX,2020,Q3,1.9311,13.74,Industrials
IEX,2020,Q4,2.1219,15.1,Industrials
IEX,2021,Q1,2.2319,15.89,Industrials
IEX,2021,Q2,2.3487,16.72,Industrials
IEX,2021,Q3,2.2101,15.73,Industrials
IEX,2021,Q4,2.5267,17.98,Industrials
IDXX,2017,Q1,0.0,13.62,Health Care
IDXX,2017,Q2,1.0427,14.21,Health Care
IDXX,2017,Q3,-0.9991,13.61,Health Care
IDXX,2017,Q4,1.0127,13.8,Health Care
IDXX,2018,Q1,1.1963,16.3,Health Care
IDXX,2018,Q2,1.3918,18.96,Health Care
IDXX,2018,Q3,1.5851,21.6,Health Care
IDXX,2018,Q4,1.1794,16.07,Health Care
IDXX,2019,Q1,1.4244,19.41,Health Care
IDXX,2019,Q2,1.7729,24.15,Health Care
IDXX,2019,Q3,1.7205,23.44,Health Care
IDXX,2019,Q4,1.6455,22.42,Health Care
IDXX,2020,Q1,1.519,20.69,Health Care
IDXX,2020,Q2,2.0631,28.11,Health Care
IDXX,2020,Q3,2.4617,33.54,Health Care
IDXX,2020,Q4,3.1367,42.73,Health Care
IDXX,2021,Q1,3.0719,41.85,Health Care
IDXX,2021,Q2,3.9554,53.89,Health Care
IDXX,2021,Q3,3.8857,52.94,Health Care
IDXX,2021,Q4,4.0999,55.86,Health Care
ITW,2017,Q1,0.0,45.86,Industrials
ITW,2017,Q2,1.0767,49.38,Industrials
ITW,2017,Q3,1.1079,50.81,Industrials
ITW,2017,Q4,1.2328,56.54,Industrials
ITW,2018,Q1,1.1339,52.0,Industrials
ITW,2018,Q2,1.0171,46.65,Industrials
ITW,2018,Q3,1.0403,47.71,Industrials
ITW,2018,Q4,-0.9111,41.78,Industrials
ITW,2019,Q1,1.0587,48.55,Industrials
ITW,2019,Q2,1.0733,49.22,Industrials
ITW,2019,Q3,1.0998,50.44,Industrials
ITW,2019,Q4,1.2581,57.7,Industrials
ITW,2020,Q1,-0.9864,45.24,Industrials
ITW,2020,Q2,1.2052,55.27,Industrials
ITW,2020,Q3,1.3334,61.15,Industrials
ITW,2020,Q4,1.4079,64.57,Industrials
ITW,2021,Q1,1.5293,70.13,Industrials
ITW,2021,Q2,1.5385,70.56,Industrials
ITW,2021,Q3,1.4174,65.01,Industrials
ITW,2021,Q4,1.6876,77.4,Industrials
ILMN,2017,Q1,0.0,19.25,Health Care
ILMN,2017,Q2,1.295,24.93,Health Care
ILMN,2017,Q3,1.3206,25.42,Health Care
ILMN,2017,Q4,1.5338,29.53,Health Care
ILMN,2018,Q1,1.7558,33.8,Health Care
ILMN,2018,Q2,2.1308,41.02,Health Care
ILMN,2018,Q3,2.799,53.88,Health Care
ILMN,2018,Q4,2.2903,44.09,Health Care
ILMN,2019,Q1,2.4195,46.58,Health Care
ILMN,2019,Q2,2.8305,54.49,Health Care
ILMN,2019,Q3,2.3231,44.72,Health Care
ILMN,2019,Q4,2.5057,48.24,Health Care
ILMN,2020,Q1,2.1093,40.61,Health Care
ILMN,2020,Q2,2.7667,53.26,Health Care
ILMN,2020,Q3,2.3167,44.6,Health Care
ILMN,2021,Q1,2.7892,53.69,Health Care
ILMN,2021,Q2,2.9164,56.14,Health Care
ILMN,2021,Q3,3.6014,69.33,Health Care
ILMN,2021,Q4,2.9995,57.74,Health Care
INCY,2017,Q1,0.0,26.1,Health Care
INCY,2017,Q2,-0.9896,25.83,Health Care
INCY,2017,Q3,-0.9249,24.14,Health Care
INCY,2017,Q4,-0.8161,21.3,Health Care
INCY,2018,Q1,-0.6534,17.05,Health Care
INCY,2018,Q2,-0.5447,14.22,Health Care
INCY,2018,Q3,-0.5606,14.63,Health Care
INCY,2018,Q4,-0.519,13.55,Health Care
INCY,2019,Q1,-0.7049,18.4,Health Care
INCY,2019,Q2,-0.7024,18.33,Health Care
INCY,2019,Q3,-0.612,15.97,Health Care
INCY,2019,Q4,-0.7219,18.84,Health Care
INCY,2020,Q1,-0.6081,15.87,Health Care
INCY,2020,Q2,-0.8666,22.62,Health Care
INCY,2020,Q3,-0.7522,19.63,Health Care
INCY,2020,Q4,-0.7306,19.07,Health Care
INCY,2021,Q1,-0.6844,17.86,Health Care
INCY,2021,Q2,-0.7094,18.52,Health Care
INCY,2021,Q3,-0.582,15.19,Health Care
INCY,2021,Q4,-0.6215,16.22,Health Care
IR,2017,Q1,0.0,12.19,Industrials
IR,2017,Q2,-0.3124,3.81,Industrials
IR,2017,Q3,-0.4514,5.5,Industrials
IR,2017,Q4,-0.5599,6.83,Industrials
IR,2018,Q1,-0.4816,5.87,Industrials
IR,2018,Q2,-0.4864,5.93,Industrials
IR,2018,Q3,-0.4638,5.66,Industrials
IR,2018,Q4,-0.3372,4.11,Industrials
IR,2019,Q1,-0.4623,5.64,Industrials
IR,2019,Q2,-0.581,7.08,Industrials
IR,2019,Q3,-0.4737,5.78,Industrials
IR,2019,Q4,-0.6161,7.51,Industrials
IR,2020,Q1,-0.564,6.88,Industrials
IR,2020,Q2,-0.9616,11.73,Industrials
IR,2020,Q3,1.2192,14.87,Industrials
IR,2020,Q4,1.5633,19.06,Industrials
IR,2021,Q1,1.6917,20.63,Industrials
IR,2021,Q2,1.6808,20.5,Industrials
IR,2021,Q3,1.7045,20.78,Industrials
IR,2021,Q4,2.0691,25.23,Industrials
INTC,2017,Q1,0.0,170.36,Technology
INTC,2017,Q2,-0.9328,158.92,Technology
INTC,2017,Q3,1.0479,178.52,Technology
INTC,2017,Q4,1.2689,216.17,Technology
INTC,2018,Q1,1.3422,228.65,Technology
INTC,2018,Q2,1.3566,231.1,Technology
INTC,2018,Q3,1.2697,216.3,Technology
INTC,2018,Q4,1.2483,212.67,Technology
INTC,2019,Q1,1.416,241.22,Technology
INTC,2019,Q2,1.2549,213.79,Technology
INTC,2019,Q3,1.3089,222.97,Technology
INTC,2019,Q4,1.5232,259.49,Technology
INTC,2020,Q1,1.3114,223.41,Technology
INTC,2020,Q2,1.4331,244.15,Technology
INTC,2020,Q3,1.2277,209.15,Technology
INTC,2020,Q4,1.1312,192.7,Technology
INTC,2021,Q1,1.5238,259.58,Technology
INTC,2021,Q2,1.3288,226.38,Technology
INTC,2021,Q3,1.2925,220.19,Technology
INTC,2021,Q4,1.2406,211.34,Technology
ICE,2017,Q1,0.0,35.56,Financials
ICE,2017,Q2,1.0955,38.96,Financials
ICE,2017,Q3,1.1359,40.4,Financials
ICE,2017,Q4,1.1471,40.79,Financials
ICE,2018,Q1,1.1636,41.38,Financials
ICE,2018,Q2,1.1954,42.51,Financials
ICE,2018,Q3,1.2103,43.04,Financials
ICE,2018,Q4,1.2053,42.86,Financials
ICE,2019,Q1,1.2298,43.74,Financials
ICE,2019,Q2,1.364,48.51,Financials
ICE,2019,Q3,1.4504,51.58,Financials
ICE,2019,Q4,1.447,51.46,Financials
ICE,2020,Q1,1.2534,44.57,Financials
ICE,2020,Q2,1.4063,50.01,Financials
ICE,2020,Q3,1.5417,54.83,Financials
ICE,2020,Q4,1.8187,64.68,Financials
ICE,2021,Q1,1.7649,62.76,Financials
ICE,2021,Q2,1.8792,66.83,Financials
ICE,2021,Q3,1.8177,64.64,Financials
ICE,2021,Q4,2.1614,76.86,Financials
IFF,2017,Q1,0.0,10.48,Materials
IFF,2017,Q2,1.0183,10.67,Materials
IFF,2017,Q3,1.0778,11.3,Materials
IFF,2017,Q4,1.1656,12.22,Materials
IFF,2018,Q1,1.0108,10.6,Materials
IFF,2018,Q2,-0.9349,9.8,Materials
IFF,2018,Q3,1.0733,11.25,Materials
IFF,2018,Q4,1.4201,14.89,Materials
IFF,2019,Q1,1.3959,14.63,Materials
IFF,2019,Q2,1.5373,16.12,Materials
IFF,2019,Q3,1.3108,13.74,Materials
IFF,2019,Q4,1.3785,14.45,Materials
IFF,2020,Q1,1.0914,11.44,Materials
IFF,2020,Q2,1.3104,13.74,Materials
IFF,2020,Q3,1.3104,13.74,Materials
IFF,2020,Q4,1.165,12.21,Materials
IFF,2021,Q1,2.7435,28.76,Materials
IFF,2021,Q2,3.62,37.95,Materials
IFF,2021,Q3,3.24,33.96,Materials
IFF,2021,Q4,3.6646,38.42,Materials
IP,2017,Q1,0.0,19.71,Materials
IP,2017,Q2,1.1454,22.57,Materials
IP,2017,Q3,1.1235,22.14,Materials
IP,2017,Q4,1.1846,23.34,Materials
IP,2018,Q1,1.0177,20.06,Materials
IP,2018,Q2,1.0343,20.38,Materials
IP,2018,Q3,-0.9779,19.27,Materials
IP,2018,Q4,-0.7758,15.29,Materials
IP,2019,Q1,-0.9159,18.05,Materials
IP,2019,Q2,-0.8409,16.57,Materials
IP,2019,Q3,-0.7856,15.48,Materials
IP,2019,Q4,-0.8694,17.13,Materials
IP,2020,Q1,-0.5859,11.55,Materials
IP,2020,Q2,-0.6717,13.24,Materials
IP,2020,Q3,-0.7643,15.06,Materials
IP,2020,Q4,-0.9373,18.47,Materials
IP,2021,Q1,1.0189,20.08,Materials
IP,2021,Q2,1.1571,22.8,Materials
IP,2021,Q3,1.0405,20.5,Materials
IP,2021,Q4,-0.911,17.95,Materials
IPG,2017,Q1,0.0,9.62,Communication Services
IPG,2017,Q2,1.0028,9.65,Communication Services
IPG,2017,Q3,-0.8414,8.1,Communication Services
IPG,2017,Q4,-0.8103,7.8,Communication Services
IPG,2018,Q1,-0.9031,8.69,Communication Services
IPG,2018,Q2,-0.9343,8.99,Communication Services
IPG,2018,Q3,-0.9104,8.76,Communication Services
IPG,2018,Q4,-0.8219,7.91,Communication Services
IPG,2019,Q1,-0.8458,8.14,Communication Services
IPG,2019,Q2,-0.9041,8.7,Communication Services
IPG,2019,Q3,-0.8663,8.34,Communication Services
IPG,2019,Q4,-0.9286,8.94,Communication Services
IPG,2020,Q1,-0.6522,6.28,Communication Services
IPG,2020,Q2,-0.6943,6.68,Communication Services
IPG,2020,Q3,-0.6748,6.49,Communication Services
IPG,2020,Q4,-0.9543,9.18,Communication Services
IPG,2021,Q1,1.1878,11.43,Communication Services
IPG,2021,Q2,1.3277,12.78,Communication Services
IPG,2021,Q3,1.4993,14.43,Communication Services
IPG,2021,Q4,1.532,14.74,Communication Services
INTU,2017,Q1,0.0,30.48,Technology
INTU,2017,Q2,1.0544,32.13,Technology
INTU,2017,Q3,1.1571,35.26,Technology
INTU,2017,Q4,1.2686,38.66,Technology
INTU,2018,Q1,1.4104,42.98,Technology
INTU,2018,Q2,1.5584,47.49,Technology
INTU,2018,Q3,1.7291,52.69,Technology
INTU,2018,Q4,1.8002,54.86,Technology
INTU,2019,Q1,1.8413,56.11,Technology
INTU,2019,Q2,2.1419,65.28,Technology
INTU,2019,Q3,2.3659,72.1,Technology
INTU,2019,Q4,2.2053,67.21,Technology
INTU,2020,Q1,2.4013,73.18,Technology
INTU,2020,Q2,2.3108,70.42,Technology
INTU,2020,Q3,2.6339,80.27,Technology
INTU,2020,Q4,2.7157,82.76,Technology
INTU,2021,Q1,3.3098,100.87,Technology
INTU,2021,Q2,3.6922,112.52,Technology
INTU,2021,Q3,4.7475,144.68,Technology
INTU,2021,Q4,5.4538,166.21,Technology
ISRG,2017,Q1,0.0,28.59,Health Care
ISRG,2017,Q2,1.2105,34.61,Health Care
ISRG,2017,Q3,1.3633,38.98,Health Care
ISRG,2017,Q4,1.4727,42.1,Health Care
ISRG,2018,Q1,1.5817,45.22,Health Care
ISRG,2018,Q2,1.9029,54.4,Health Care
ISRG,2018,Q3,2.2918,65.52,Health Care
ISRG,2018,Q4,1.9264,55.08,Health Care
ISRG,2019,Q1,2.3151,66.19,Health Care
ISRG,2019,Q2,2.1365,61.08,Health Care
ISRG,2019,Q3,2.1794,62.31,Health Care
ISRG,2019,Q4,2.3944,68.46,Health Care
ISRG,2020,Q1,2.0162,57.64,Health Care
ISRG,2020,Q2,2.328,66.56,Health Care
ISRG,2020,Q3,2.9112,83.23,Health Care
ISRG,2020,Q4,3.3652,96.21,Health Care
ISRG,2021,Q1,3.0525,87.27,Health Care
ISRG,2021,Q2,3.815,109.07,Health Care
ISRG,2021,Q3,4.1357,118.24,Health Care
ISRG,2021,Q4,4.4929,128.45,Health Care
IVZ,2017,Q1,0.0,12.11,Financials
IVZ,2017,Q2,1.1547,13.99,Financials
IVZ,2017,Q3,1.1506,13.94,Financials
IVZ,2017,Q4,1.2303,14.9,Financials
IVZ,2018,Q1,1.0471,12.68,Financials
IVZ,2018,Q2,-0.8796,10.66,Financials
IVZ,2018,Q3,-0.7869,9.53,Financials
IVZ,2018,Q4,-0.555,6.72,Financials
IVZ,2019,Q1,-0.662,8.02,Financials
IVZ,2019,Q2,-0.7318,8.87,Financials
IVZ,2019,Q3,-0.6472,7.84,Financials
IVZ,2019,Q4,-0.674,8.16,Financials
IVZ,2020,Q1,-0.3416,4.14,Financials
IVZ,2020,Q2,-0.4087,4.95,Financials
IVZ,2020,Q3,-0.4343,5.26,Financials
IVZ,2020,Q4,-0.6633,8.04,Financials
IVZ,2021,Q1,-0.9568,11.59,Financials
IVZ,2021,Q2,1.0212,12.37,Financials
IVZ,2021,Q3,-0.9221,11.17,Financials
IVZ,2021,Q4,-0.8804,10.67,Financials
IPGP,2017,Q1,0.0,6.44,Technology
IPGP,2017,Q2,1.2024,7.75,Technology
IPGP,2017,Q3,1.5353,9.89,Technology
IPGP,2017,Q4,1.8453,11.89,Technology
IPGP,2018,Q1,1.8748,12.08,Technology
IPGP,2018,Q2,1.838,11.84,Technology
IPGP,2018,Q3,1.2942,8.34,Technology
IPGP,2018,Q4,-0.9364,6.03,Technology
IPGP,2019,Q1,1.3337,8.59,Technology
IPGP,2019,Q2,1.29,8.31,Technology
IPGP,2019,Q3,1.1142,7.18,Technology
IPGP,2019,Q4,1.1905,7.67,Technology
IPGP,2020,Q1,-0.9087,5.85,Technology
IPGP,2020,Q2,1.3207,8.51,Technology
IPGP,2020,Q3,1.4011,9.03,Technology
IPGP,2020,Q4,1.8478,11.9,Technology
IPGP,2021,Q1,1.7533,11.29,Technology
IPGP,2021,Q2,1.7496,11.27,Technology
IPGP,2021,Q3,1.3128,8.46,Technology
IPGP,2021,Q4,1.4223,9.16,Technology
IQV,2017,Q1,0.0,18.53,Health Care
IQV,2017,Q2,1.051,19.48,Health Care
IQV,2017,Q3,1.0995,20.37,Health Care
IQV,2017,Q4,1.1268,20.88,Health Care
IQV,2018,Q1,1.0717,19.86,Health Care
IQV,2018,Q2,1.1081,20.53,Health Care
IQV,2018,Q3,1.42,26.31,Health Care
IQV,2018,Q4,1.2507,23.18,Health Care
IQV,2019,Q1,1.5342,28.43,Health Care
IQV,2019,Q2,1.7015,31.53,Health Care
IQV,2019,Q3,1.568,29.05,Health Care
IQV,2019,Q4,1.606,29.76,Health Care
IQV,2020,Q1,1.1153,20.67,Health Care
IQV,2020,Q2,1.4617,27.08,Health Care
IQV,2020,Q3,1.6273,30.15,Health Care
IQV,2020,Q4,1.8497,34.28,Health Care
IQV,2021,Q1,1.996,36.99,Health Care
IQV,2021,Q2,2.5056,46.43,Health Care
IQV,2021,Q3,2.4756,45.87,Health Care
IQV,2021,Q4,2.9052,53.83,Health Care
IRM,2017,Q1,0.0,9.41,Real Estate
IRM,2017,Q2,-0.9646,9.08,Real Estate
IRM,2017,Q3,1.0961,10.32,Real Estate
IRM,2017,Q4,1.1399,10.73,Real Estate
IRM,2018,Q1,-0.9811,9.23,Real Estate
IRM,2018,Q2,1.0638,10.01,Real Estate
IRM,2018,Q3,1.0453,9.84,Real Estate
IRM,2018,Q4,-0.9867,9.29,Real Estate
IRM,2019,Q1,1.0884,10.24,Real Estate
IRM,2019,Q2,-0.9365,8.81,Real Estate
IRM,2019,Q3,-0.9882,9.3,Real Estate
IRM,2019,Q4,-0.9728,9.16,Real Estate
IRM,2020,Q1,-0.7279,6.85,Real Estate
IRM,2020,Q2,-0.7989,7.52,Real Estate
IRM,2020,Q3,-0.8209,7.73,Real Estate
IRM,2020,Q4,-0.9034,8.5,Real Estate
IRM,2021,Q1,1.1355,10.69,Real Estate
IRM,2021,Q2,1.3006,12.24,Real Estate
IRM,2021,Q3,1.3377,12.59,Real Estate
IRM,2021,Q4,1.6128,15.18,Real Estate
JBHT,2017,Q1,0.0,10.09,Industrials
JBHT,2017,Q2,-0.9911,10.0,Industrials
